Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted,Weighted Score,Adoption Probability
Biscuit,Senior,Cinnamon,Male,5,5,4,5,3,Yes,1.8,61.11
Jasper,Kitten,Gray Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Fritz,Mature Adult,White,Male,4,3,3,3,4,No,1.1999999999999997,44.44
Coffee,Young Adult,Dilute Torbie,Female,5,3,5,4,5,Yes,1.5999999999999996,55.56
Princess,Kitten,Dilute Tortoiseshell,Female,4,5,3,5,4,Yes,1.4,50.0
Hendrix,Mature Adult,Black and White,Male,4,5,5,4,4,No,0.9,36.11
Murphy,Senior,Lilac,Female,4,6,2,5,5,No,1.2,44.44
Cleo,Kitten,Dilute Torbie,Female,5,4,4,5,4,Yes,1.9,63.89
Edie,Mature Adult,Red Tabby,Female,4,3,3,3,5,No,1.0999999999999999,41.67
Portia,Mature Adult,Dilute Torbie,Female,4,3,3,4,4,Yes,1.5,52.78
Furman,Mature Adult,Black and White,Male,4,6,3,4,3,No,0.9999999999999998,38.89
Sammy,Kitten,Cinnamon,Male,4,3,4,5,3,Yes,1.8,61.11
Nova,Kitten,Dilute Tortoiseshell,Female,4,4,3,4,3,Yes,1.4,50.0
Chai,Young Adult,Dilute Calico,Female,4,3,3,4,5,Yes,1.4,50.0
Atticus,Senior,Red Tabby,Male,4,4,3,3,4,No,0.9999999999999999,38.89
Cooper,Senior,Gray,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Natasha,Senior,Brown and White Tabby,Female,5,3,3,5,4,Yes,2.1999999999999997,72.22
Patch,Mature Adult,Silver Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Lilith,Young Adult,White,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Nova,Senior,Orange and White,Female,4,4,2,4,5,No,1.3,47.22
Tiger,Senior,Orange,Male,4,4,5,6,3,Yes,1.7999999999999996,61.11
George,Mature Adult,Brown and White Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Ivy,Senior,Brown and White Tabby,Female,4,3,2,5,2,Yes,2.0999999999999996,69.44
Betsy,Mature Adult,Orange,Female,5,2,2,6,1,Yes,3.1,97.22
Kona,Young Adult,Gray and White,Male,4,3,3,4,4,Yes,1.5,52.78
Liara,Young Adult,Chocolate Tabby,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Sprinkles,Senior,Lilac,Male,5,4,4,4,5,Yes,1.5,52.78
Avery,Mature Adult,White,Female,4,3,3,4,4,Yes,1.5,52.78
Lenny,Young Adult,Gray and White Tabby,Male,4,3,3,4,5,Yes,1.4,50.0
Atlas,Young Adult,Black and White,Male,5,5,3,5,3,Yes,1.9000000000000001,63.89
Kaladin,Mature Adult,Gray and White Tabby,Male,5,4,4,3,4,No,1.2999999999999998,47.22
Daisy,Young Adult,Dilute Torbie,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Clawdia,Young Adult,Lilac Tortoiseshell,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Cricket,Young Adult,Brown and White Tabby,Male,4,5,3,4,4,No,1.1,41.67
Duchess,Young Adult,Red Tabby,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Nugget,Senior,Orange,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Alistair,Mature Adult,Red,Male,5,2,3,4,5,Yes,2.0,66.67
Avery,Mature Adult,Dilute Calico,Female,4,5,3,4,4,No,1.1,41.67
Petunia,Kitten,Lilac,Female,4,3,2,4,6,Yes,1.4,50.0
Nacho,Young Adult,Red Tabby,Male,4,4,4,6,3,Yes,1.8999999999999997,63.89
Boots,Young Adult,Silver Tabby,Female,4,3,4,5,4,Yes,1.7000000000000002,58.33
Lexi,Senior,Black,Female,5,4,2,4,4,Yes,1.8000000000000003,61.11
George,Mature Adult,Orange and White,Male,5,4,2,4,2,Yes,2.0,66.67
Romeo,Kitten,Gray and White,Male,5,3,4,5,4,Yes,2.1,69.44
Sadie,Mature Adult,Chocolate Tabby,Female,5,4,5,6,2,Yes,2.3,75.0
Sylvester,Senior,Gray and White Tabby,Male,4,4,3,4,3,Yes,1.4,50.0
Murphy,Mature Adult,Gray,Male,3,3,3,5,1,Yes,1.7,58.33
Lexi,Senior,Brown and White Tabby,Female,3,3,3,5,2,Yes,1.6,55.56
Nacho,Senior,Gray and White,Male,5,3,5,5,4,Yes,2.0,66.67
Jasper,Mature Adult,Chocolate Tabby,Male,4,6,4,4,4,No,0.7999999999999997,33.33
Pi ,Young Adult,Dilute Torbie,Female,4,3,3,4,4,Yes,1.5,52.78
Nala,Kitten,Brown and White Tabby,Female,5,4,3,4,5,Yes,1.5999999999999996,55.56
Reptar,Senior,Orange and White,Male,5,4,2,5,3,Yes,2.2,72.22
Bilbo,Kitten,Lilac,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Sadie,Mature Adult,Dilute Calico,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Cordelia,Mature Adult,Cream Tabby,Female,5,5,4,4,5,No,1.2999999999999998,47.22
Pistachio,Mature Adult,Gray Tabby,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Arwen,Young Adult,Red Tabby,Female,4,6,4,5,5,No,1.0,38.89
Lucifer,Senior,Orange,Male,5,4,4,4,4,Yes,1.6,55.56
Meg,Young Adult,Lilac Tortoiseshell,Female,4,4,3,4,3,Yes,1.4,50.0
Gilly,Young Adult,Chocolate Tabby,Female,5,4,5,4,3,Yes,1.5999999999999999,55.56
Patch,Senior,Chocolate,Male,5,4,3,5,4,Yes,2.0,66.67
Jinxy,Kitten,Gray and White Tabby,Female,5,4,5,4,3,Yes,1.5999999999999999,55.56
Noodle,Senior,Black,Male,4,4,4,4,3,No,1.3,47.22
Bailey,Young Adult,Cream Tabby,Female,4,3,6,3,5,No,0.7999999999999998,33.33
Avery,Mature Adult,Red Tabby,Female,5,4,5,5,5,Yes,1.7000000000000002,58.33
Dora,Mature Adult,Silver Tabby,Female,4,5,3,4,4,No,1.1,41.67
Jinx,Young Adult,Brown and White Tabby,Male,5,5,5,5,4,Yes,1.6,55.56
Cooper,Young Adult,Black,Male,4,6,4,5,4,No,1.1,41.67
Piper,Young Adult,Fawn,Female,5,2,3,5,6,Yes,2.1999999999999997,72.22
Latte,Senior,Cream,Male,5,4,3,5,4,Yes,2.0,66.67
Gabe,Mature Adult,Chocolate and White,Male,4,5,3,4,5,No,1.0,38.89
Loki,Young Adult,Black,Male,4,3,4,6,3,Yes,2.0999999999999996,69.44
Alfred,Mature Adult,Red Tabby,Male,4,4,4,5,2,Yes,1.7,58.33
Boots,Senior,Gray and White Tabby,Male,5,5,4,5,3,Yes,1.8,61.11
Trouble,Kitten,Silver Tabby,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
Gizmo,Young Adult,Gray and White Tabby,Female,4,4,5,6,3,Yes,1.7999999999999996,61.11
Sylphrena,Kitten,Lilac,Female,4,6,3,4,4,No,0.8999999999999998,36.11
Sammy,Senior,Cream Tabby,Male,4,4,3,4,5,No,1.2,44.44
Penny,Kitten,Silver Tabby,Female,4,5,4,4,5,No,0.8999999999999999,36.11
Agnes,Senior,Brown and White Tabby,Female,5,3,5,5,5,Yes,1.9,63.89
Morrigan,Young Adult,Fawn,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Izzy,Mature Adult,Silver Tabby,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Gimli,Young Adult,Gray Tabby,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Zelda,Kitten,Orange,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Rosie,Mature Adult,Silver Tabby,Female,5,5,5,4,5,No,1.2,44.44
Acorn,Senior,Gray and White Tabby,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
Shadow,Kitten,Gray Tabby,Male,5,3,5,4,3,Yes,1.7999999999999996,61.11
Ruby,Kitten,Black and White,Female,4,4,3,4,5,No,1.2,44.44
Cleocatra,Senior,Tortoiseshell,Female,4,4,3,3,5,No,0.8999999999999999,36.11
Vesper,Young Adult,Gray and White,Female,5,3,3,5,3,Yes,2.3,75.0
Petunia,Kitten,Cream Tabby,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Sadie,Young Adult,Red,Female,4,5,4,3,5,No,0.6000000000000001,27.78
Mischief,Kitten,White,Female,5,4,4,4,5,Yes,1.5,52.78
Avi,Kitten,Silver Tabby,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Eden,Kitten,Black and White,Female,5,3,4,5,4,Yes,2.1,69.44
Vesper,Senior,Silver Tabby,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Catsanova,Young Adult,Red Tabby,Male,4,4,4,5,2,Yes,1.7,58.33
Wilson,Senior,Orange,Male,5,4,6,5,3,Yes,1.7999999999999996,61.11
Rick,Mature Adult,Red Tabby,Male,5,3,3,4,4,Yes,1.9,63.89
Merlin,Mature Adult,Brown and White Tabby,Male,4,3,3,3,5,No,1.0999999999999999,41.67
Bitsy,Kitten,Black and White,Female,5,5,5,4,5,No,1.2,44.44
Rasha,Senior,Orange and White,Female,4,5,3,5,4,Yes,1.4,50.0
Sophie,Senior,Lilac,Female,4,3,2,4,6,Yes,1.4,50.0
Blossom,Senior,Cinnamon,Female,4,3,3,6,3,Yes,2.2,72.22
Tilly,Senior,Cream Tabby,Female,4,3,4,4,5,No,1.2999999999999998,47.22
Vesper,Senior,Brown and White Tabby,Female,4,3,3,5,2,Yes,2.0,66.67
Salem,Kitten,Orange and White,Male,5,5,4,4,4,Yes,1.4,50.0
Boots,Mature Adult,Black and White,Female,4,4,2,4,4,Yes,1.4,50.0
Jerry,Young Adult,Cinnamon,Male,4,4,2,4,5,No,1.3,47.22
Hendrix,Senior,Gray Tabby,Male,6,4,5,5,3,Yes,2.3000000000000007,75.0
Arwen,Mature Adult,Cream,Female,4,4,5,5,3,Yes,1.5,52.78
Neil,Kitten,Cinnamon,Male,5,5,4,3,5,No,1.0,38.89
Nora,Young Adult,Black,Female,5,4,5,5,4,Yes,1.8000000000000003,61.11
Cooper,Young Adult,Gray and White,Male,5,5,4,5,3,Yes,1.8,61.11
Aurora,Kitten,Cream Tabby,Female,3,6,5,5,5,No,0.5,25.0
Fritz,Kitten,White,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Celeste,Kitten,Chocolate and White,Female,4,3,6,4,3,No,1.2999999999999998,47.22
Kasumi,Senior,Chocolate and White,Female,4,4,2,4,5,No,1.3,47.22
Boots,Kitten,Fawn,Female,3,4,3,4,3,No,1.0,38.89
Xena,Kitten,Dilute Torbie,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Lily,Mature Adult,Lilac,Female,5,3,3,4,5,Yes,1.7999999999999998,61.11
Nero,Kitten,Chocolate and White,Male,4,4,5,5,2,Yes,1.6,55.56
Buccatini,Young Adult,Cream Tabby,Male,4,3,2,5,4,Yes,1.9,63.89
Wilson,Senior,Silver Tabby,Male,4,5,4,4,5,No,0.8999999999999999,36.11
Zoe,Young Adult,Lilac,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Graham,Senior,Cream Tabby,Male,5,4,4,4,5,Yes,1.5,52.78
Pistachio,Kitten,Torbie,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Maddy,Kitten,Fawn,Female,4,4,3,4,3,Yes,1.4,50.0
Buccatini,Senior,Chocolate Tabby,Male,4,3,4,4,4,Yes,1.4,50.0
Waffles,Kitten,Lilac,Male,5,4,5,4,4,Yes,1.5,52.78
Nyxi,Young Adult,Red,Female,5,4,3,4,5,Yes,1.5999999999999996,55.56
Waffles,Senior,Chocolate,Male,4,4,4,3,4,No,0.8999999999999998,36.11
Navani,Kitten,Torbie,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Jasnah,Senior,Orange,Female,4,4,3,3,5,No,0.8999999999999999,36.11
Bianca,Kitten,White,Female,5,4,3,4,3,Yes,1.7999999999999996,61.11
Winter,Senior,Tortoiseshell,Female,4,4,3,5,3,Yes,1.7,58.33
Cordelia,Kitten,Black,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Austin,Senior,White,Male,4,3,3,4,4,Yes,1.5,52.78
Sam,Senior,Cream,Male,4,2,2,4,4,Yes,1.8000000000000003,61.11
Rosie,Mature Adult,Cream Tabby,Female,4,2,3,6,2,Yes,2.5,80.56
Peanut,Young Adult,Cinnamon,Female,4,3,4,4,4,Yes,1.4,50.0
Beau,Mature Adult,Black and White,Male,4,4,5,4,6,No,0.8999999999999999,36.11
Milo,Kitten,Orange and White,Male,4,5,5,4,3,No,1.0,38.89
Nola,Young Adult,Dilute Tortoiseshell,Female,5,3,4,5,5,Yes,2.0,66.67
Beau,Mature Adult,Gray and White Tabby,Male,4,4,4,6,2,Yes,1.9999999999999998,66.67
Peanut,Kitten,Black,Female,4,5,3,5,5,No,1.3,47.22
Shadow,Mature Adult,Chocolate,Male,4,4,2,6,2,Yes,2.1999999999999997,72.22
Nikki,Mature Adult,Chocolate and White,Female,5,5,4,5,4,Yes,1.7000000000000002,58.33
Apollo,Mature Adult,Black and White,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Parsnip,Mature Adult,Calico,Female,4,3,3,4,4,Yes,1.5,52.78
Frodo,Senior,Orange and White,Male,5,3,2,4,5,Yes,1.9,63.89
August,Young Adult,Orange,Male,5,3,3,6,2,Yes,2.6999999999999993,86.11
Millie,Senior,Cream Tabby,Female,5,3,2,5,3,Yes,2.4000000000000004,77.78
Smudge,Senior,Red Tabby,Male,5,4,3,5,5,Yes,1.9,63.89
Morrigan,Mature Adult,Tortoiseshell,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Marshmallow,Mature Adult,Orange and White,Male,4,5,3,4,3,No,1.2,44.44
Celeste,Kitten,Calico,Female,4,3,3,4,4,Yes,1.5,52.78
Cosmo,Young Adult,Brown and White Tabby,Male,5,3,5,5,3,Yes,2.0999999999999996,69.44
Calypso,Senior,Fawn,Female,4,2,2,5,5,Yes,2.0,66.67
Copurrnicus,Senior,Red Tabby,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Kasumi,Senior,Cinnamon,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Nugget,Kitten,Cream,Male,3,3,3,5,3,Yes,1.5,52.78
Oreo,Senior,Gray Tabby,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Maddy,Young Adult,Cinnamon,Female,4,5,2,5,4,Yes,1.5,52.78
Rosie,Kitten,Silver Tabby,Female,4,4,3,6,3,Yes,1.9999999999999998,66.67
Dean,Kitten,White,Male,4,4,4,5,4,Yes,1.5,52.78
Taffy,Young Adult,Dilute Calico,Female,4,4,3,5,4,Yes,1.6,55.56
Gimli,Kitten,Black,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Wanda,Senior,Chocolate and White,Female,5,4,4,5,4,Yes,1.9,63.89
Vesper,Senior,Gray and White,Male,5,3,5,5,3,Yes,2.0999999999999996,69.44
Eowyn,Kitten,Red,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Nero,Kitten,Orange,Male,4,4,3,4,5,No,1.2,44.44
Felix,Senior,Fawn,Male,4,4,3,4,3,Yes,1.4,50.0
Arwen,Young Adult,Black,Female,4,4,4,5,4,Yes,1.5,52.78
Catsanova,Young Adult,Brown and White Tabby,Male,5,4,5,5,3,Yes,1.9000000000000001,63.89
Waffles,Young Adult,Gray and White,Male,5,5,4,5,3,Yes,1.8,61.11
Betsy,Senior,Calico,Female,5,3,4,5,3,Yes,2.2,72.22
Simba,Kitten,Black,Male,4,3,3,4,5,Yes,1.4,50.0
Austin,Mature Adult,Gray and White Tabby,Male,5,5,5,6,4,Yes,1.9,63.89
Cielo,Senior,Black and White,Male,4,5,5,5,4,No,1.2000000000000002,44.44
Morrigan,Mature Adult,Orange and White,Female,4,3,4,4,5,No,1.2999999999999998,47.22
Ziggy,Senior,Orange and White,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Delphi,Senior,Gray Tabby,Female,4,3,4,3,4,No,1.1,41.67
Lucifer,Kitten,Chocolate,Male,4,5,5,3,4,No,0.6,27.78
Julian,Kitten,Fawn,Male,4,3,2,6,2,Yes,2.3999999999999995,77.78
Sprinkles,Young Adult,Black,Male,4,5,6,2,6,No,-1.1102230246251565e-16,11.11
Galadriel,Kitten,Chocolate and White,Female,5,4,3,6,3,Yes,2.3999999999999995,77.78
Mordin,Young Adult,Gray Tabby,Male,6,6,7,5,4,Yes,1.6,55.56
Latte,Senior,Gray and White,Male,4,4,3,5,4,Yes,1.6,55.56
Agatha,Senior,Fawn,Female,5,4,4,6,2,Yes,2.3999999999999995,77.78
Adolin,Kitten,Cream,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Galadriel,Young Adult,Brown and White Tabby,Female,4,3,4,5,3,Yes,1.8,61.11
Avery,Kitten,Tortoiseshell,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Arthas,Senior,Gray and White Tabby,Male,4,3,3,4,5,Yes,1.4,50.0
Lily,Mature Adult,Black,Female,4,3,2,4,3,Yes,1.7,58.33
Spike,Kitten,Red,Male,4,5,6,5,3,No,1.2,44.44
Callie,Mature Adult,Torbie,Female,4,3,1,6,3,Yes,2.3999999999999995,77.78
Flemeth,Young Adult,Orange and White,Female,5,3,2,6,2,Yes,2.8,88.89
Bilbo,Senior,Gray Tabby,Male,4,5,2,4,4,No,1.2000000000000002,44.44
Vesper,Kitten,Dilute Tortoiseshell,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Jasmine,Mature Adult,Red Tabby,Female,4,4,5,4,3,No,1.2,44.44
Luna,Young Adult,Gray and White Tabby,Female,3,3,2,4,2,Yes,1.4000000000000001,50.0
Gilly,Young Adult,Gray and White Tabby,Female,5,4,4,2,4,No,0.9999999999999999,38.89
Nikki,Young Adult,Chocolate,Female,4,3,3,5,2,Yes,2.0,66.67
Axel,Kitten,Silver Tabby,Male,4,5,3,3,4,No,0.7999999999999999,33.33
Daisy,Senior,Chocolate Tabby,Female,5,7,4,4,3,No,1.0999999999999999,41.67
Helios,Kitten,Chocolate Tabby,Male,4,5,2,3,3,No,1.0,38.89
Bianca,Kitten,Cinnamon,Female,5,5,6,4,3,No,1.2999999999999998,47.22
Gatsby,Kitten,Red Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Scout,Kitten,Fawn,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Bitsy,Young Adult,Cream Tabby,Female,5,5,3,5,4,Yes,1.8000000000000003,61.11
Persephone,Young Adult,Torbie,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Tali,Kitten,Black and White,Female,4,4,5,4,4,No,1.1,41.67
Lucifer,Young Adult,White,Male,4,3,4,5,3,Yes,1.8,61.11
Cordelia,Senior,Gray and White Tabby,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Dean,Young Adult,Black and White,Male,4,4,4,4,5,No,1.1,41.67
Soju,Senior,Orange and White,Male,5,4,4,4,3,Yes,1.7,58.33
Jasper,Kitten,Lilac,Male,4,5,6,4,3,No,0.8999999999999999,36.11
Daisy,Mature Adult,Chocolate Tabby,Female,5,4,2,5,3,Yes,2.2,72.22
Avery,Young Adult,Torbie,Female,4,4,2,4,5,No,1.3,47.22
Vesper,Kitten,Chocolate Tabby,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Buccatini,Senior,Gray,Male,5,4,4,4,4,Yes,1.6,55.56
Aloy,Senior,Tortoiseshell,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Winter,Young Adult,Black and White,Male,3,4,4,5,3,No,1.2,44.44
Calliope,Young Adult,Black and White,Female,4,6,5,3,4,No,0.3999999999999998,22.22
Enzo,Senior,Black and White,Male,4,3,4,4,5,No,1.2999999999999998,47.22
Leliana,Senior,Orange,Female,4,4,5,6,3,Yes,1.7999999999999996,61.11
Leo,Kitten,Cream Tabby,Male,5,3,4,5,4,Yes,2.1,69.44
Evie,Mature Adult,Dilute Torbie,Female,4,3,3,4,4,Yes,1.5,52.78
Nugget,Young Adult,Chocolate Tabby,Male,5,4,5,4,4,Yes,1.5,52.78
Sassy,Kitten,Cream,Female,4,4,4,5,2,Yes,1.7,58.33
Olive,Senior,Dilute Calico,Female,4,4,3,4,5,No,1.2,44.44
Atticus,Senior,Silver Tabby,Male,5,3,6,5,4,Yes,1.9,63.89
Zevran,Mature Adult,Cream,Male,3,3,3,4,3,No,1.2,44.44
Ivy,Mature Adult,Silver Tabby,Female,4,6,5,4,3,No,0.7999999999999998,33.33
Boots,Mature Adult,Cream Tabby,Male,4,5,3,3,5,No,0.7,30.56
Missy,Senior,Chocolate,Female,3,4,3,5,4,No,1.2000000000000002,44.44
Tiger,Mature Adult,Chocolate and White,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Shallan,Mature Adult,Tortoiseshell,Female,5,4,4,4,4,Yes,1.6,55.56
Dora,Senior,Red,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Libby,Mature Adult,Dilute Calico,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Taffy,Young Adult,Lilac Tortoiseshell,Female,5,3,5,5,4,Yes,2.0,66.67
Muffin,Mature Adult,Red,Female,5,4,3,5,4,Yes,2.0,66.67
Aurora,Senior,Gray and White,Female,5,3,3,5,3,Yes,2.3,75.0
Lucky,Young Adult,Lilac,Male,4,6,3,4,5,No,0.7999999999999998,33.33
Bagel,Young Adult,Black,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Milo,Young Adult,Cinnamon,Male,4,5,2,4,2,Yes,1.4000000000000001,50.0
Calypso,Senior,Silver Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Chai,Kitten,Dilute Calico,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Coffee,Young Adult,Dilute Torbie,Female,3,4,4,4,3,No,0.9000000000000001,36.11
Buttercup,Kitten,Chocolate Tabby,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Vesper,Senior,Lilac,Male,4,4,2,5,4,Yes,1.7000000000000002,58.33
Mittens,Young Adult,Chocolate,Male,5,3,4,4,5,Yes,1.6999999999999997,58.33
Petunia,Kitten,Black,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Lenny,Young Adult,Lilac,Male,5,4,4,3,5,No,1.1999999999999997,44.44
Dean,Mature Adult,Gray,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Aloy,Young Adult,Tortoiseshell,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Ziggy,Senior,Chocolate,Male,4,4,3,4,3,Yes,1.4,50.0
Rosie,Young Adult,Gray and White,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Clawde,Senior,Fawn,Male,4,3,2,5,5,Yes,1.7999999999999998,61.11
Izzy,Mature Adult,Cream Tabby,Female,5,5,2,4,3,Yes,1.7,58.33
Cleo,Young Adult,Dilute Calico,Female,5,4,3,3,5,No,1.2999999999999998,47.22
Chloe,Mature Adult,Chocolate Tabby,Female,4,4,3,4,3,Yes,1.4,50.0
Wanda,Mature Adult,Orange,Female,5,4,4,5,5,Yes,1.7999999999999998,61.11
Hendrix,Young Adult,Orange,Male,5,5,5,4,3,Yes,1.4,50.0
Pumpkin,Senior,Fawn,Female,5,5,5,3,4,No,0.9999999999999999,38.89
Gizmo,Mature Adult,Dilute Calico,Female,4,3,2,5,4,Yes,1.9,63.89
Arwen,Kitten,Dilute Torbie,Female,5,3,2,4,3,Yes,2.0999999999999996,69.44
Kona,Mature Adult,Gray and White Tabby,Male,4,4,3,3,4,No,0.9999999999999999,38.89
Ivy,Kitten,Chocolate and White,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Winter,Mature Adult,Gray and White,Male,3,3,1,4,5,No,1.2000000000000002,44.44
Luna,Senior,Red,Female,5,5,6,4,4,No,1.1999999999999997,44.44
Nemo,Kitten,Cream Tabby,Male,3,3,3,4,4,No,1.1,41.67
Graham,Mature Adult,Gray and White,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Lily,Mature Adult,Cinnamon,Female,4,3,3,3,4,No,1.1999999999999997,44.44
Cooper,Young Adult,Brown and White Tabby,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Sadie,Kitten,Gray,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Missy,Young Adult,Torbie,Female,4,5,3,5,3,Yes,1.5,52.78
Tilly,Senior,Cream,Female,4,4,2,3,4,No,1.1,41.67
Chester,Mature Adult,Gray,Male,4,2,2,4,2,Yes,2.0,66.67
Morty,Kitten,Cream,Male,4,5,3,5,3,Yes,1.5,52.78
Callie,Senior,Chocolate and White,Female,5,4,2,5,4,Yes,2.1,69.44
Zelda,Senior,Torbie,Female,4,3,4,4,5,No,1.2999999999999998,47.22
Vesper,Young Adult,Orange,Male,4,4,3,3,3,No,1.0999999999999999,41.67
Izzy,Mature Adult,Red,Female,3,4,3,4,4,No,0.9,36.11
Dolly,Mature Adult,White,Female,4,4,3,5,3,Yes,1.7,58.33
Mochi,Mature Adult,Orange,Female,4,5,5,4,5,No,0.8,33.33
Fritz,Senior,Red Tabby,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Helios,Young Adult,Black and White,Male,4,4,3,5,3,Yes,1.7,58.33
Neptune,Young Adult,White,Male,5,4,6,5,3,Yes,1.7999999999999996,61.11
Suki,Mature Adult,Dilute Torbie,Female,3,3,4,3,6,No,0.5,25.0
Chai,Young Adult,Orange and White,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Bast,Senior,Orange and White,Female,4,2,2,5,3,Yes,2.2,72.22
Atticus,Senior,White,Male,4,5,4,5,5,No,1.2000000000000002,44.44
Callie,Young Adult,Calico,Female,4,3,5,5,2,Yes,1.8,61.11
Alina,Kitten,Lilac Tortoiseshell,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Bianca,Young Adult,Gray and White Tabby,Female,5,5,4,4,5,No,1.2999999999999998,47.22
Katrina,Young Adult,Chocolate and White,Female,4,4,3,6,2,Yes,2.0999999999999996,69.44
Chestnut,Mature Adult,Chocolate,Male,5,4,2,4,5,Yes,1.7000000000000002,58.33
Mordin,Senior,Cream Tabby,Male,5,4,5,4,3,Yes,1.5999999999999999,55.56
Bailey,Mature Adult,Torbie,Female,4,3,3,4,5,Yes,1.4,50.0
Mika,Mature Adult,Cinnamon,Male,4,5,4,4,5,No,0.8999999999999999,36.11
Enzo,Mature Adult,Chocolate and White,Male,5,3,3,5,3,Yes,2.3,75.0
Shallan,Young Adult,Silver Tabby,Female,5,5,3,5,3,Yes,1.9000000000000001,63.89
Tawny,Senior,Dilute Calico,Female,4,4,3,5,3,Yes,1.7,58.33
Bilbo,Kitten,Cream,Male,4,4,2,5,2,Yes,1.9000000000000001,63.89
Zelda,Young Adult,Silver Tabby,Female,4,5,2,4,5,No,1.1,41.67
Mufasa,Kitten,Cinnamon,Male,4,3,5,6,2,Yes,2.0999999999999996,69.44
Misty,Mature Adult,Cream Tabby,Female,4,5,3,3,4,No,0.7999999999999999,33.33
Graham,Young Adult,Orange,Male,4,3,2,4,4,Yes,1.6,55.56
Hattie,Mature Adult,Brown and White Tabby,Female,4,3,3,4,2,Yes,1.7,58.33
Nero,Young Adult,Cinnamon,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Jinx,Mature Adult,Black,Male,4,4,3,5,3,Yes,1.7,58.33
Cooper,Senior,Gray and White,Male,4,3,3,4,4,Yes,1.5,52.78
Stella,Young Adult,Gray Tabby,Female,4,5,3,5,3,Yes,1.5,52.78
Romeo,Mature Adult,Black and White,Male,4,5,2,3,4,No,0.9,36.11
