Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted Prediction
Mittens,Mature Adult,Red,Male,2,3,7,8,2,
Nico,Mature Adult,White,Male,6,4,7,5,3,
Sadie,Young Adult,Dilute Tortoiseshell,Female,3,5,4,7,3,
Agatha,Senior,Cinnamon,Female,5,5,8,5,4,
Helios,Kitten,Gray and White,Male,4,3,2,7,3,
Lucky,Young Adult,Fawn,Male,6,2,3,4,3,
Rocky,Senior,Brown and White Tabby,Male,3,2,4,5,2,
Darla,Mature Adult,Cream,Female,6,1,5,4,6,
Blossom,Mature Adult,Fawn,Female,1,2,4,7,4,
Evie,Kitten,Cream,Female,5,1,3,6,1,
Winter,Kitten,Black,Female,2,1,3,7,3,
Sprinkles,Kitten,Gray and White,Male,4,1,5,3,3,
Gatsby,Senior,Gray and White,Male,6,4,1,8,4,
Dora,Senior,Orange,Female,10,5,5,7,6,
Winter,Senior,Torbie,Female,8,1,5,9,3,
Jinx,Kitten,Cream,Male,3,2,3,5,1,
Bianca,Mature Adult,Chocolate,Female,6,3,1,4,6,
Bast,Mature Adult,Gray Tabby,Female,5,5,4,5,3,
Mufasa,Young Adult,Orange,Male,3,2,5,6,3,
Winter,Mature Adult,White,Male,5,1,2,6,3,
Pistachio,Senior,Dilute Torbie,Female,7,1,2,6,7,
Kaladin,Young Adult,Black and White,Male,1,3,1,4,5,
Xena,Senior,Orange,Female,5,5,2,7,1,
Nala,Mature Adult,Orange,Female,4,1,1,4,3,
Finn,Senior,Gray and White Tabby,Male,2,3,3,4,6,
Cooper,Senior,Gray and White Tabby,Male,2,4,1,6,5,
Lexi,Young Adult,Cream,Female,8,1,4,4,2,
Penelope,Mature Adult,White,Female,8,2,8,7,5,
Dolly,Young Adult,Chocolate and White,Female,8,2,1,6,4,
Morrigan,Young Adult,Chocolate and White,Female,4,3,5,4,6,
Sam,Kitten,White,Male,5,4,2,7,1,
Furman,Mature Adult,Chocolate and White,Male,5,4,6,6,3,
Aloy,Senior,Red,Female,1,3,6,4,3,
Maddy,Senior,Orange and White,Female,5,1,4,4,4,
Kodi,Senior,Red Tabby,Male,5,6,4,7,7,
Felicity,Senior,White,Female,3,1,6,4,1,
Nero,Senior,Cream Tabby,Male,2,1,8,4,4,
Loki,Young Adult,Gray and White Tabby,Male,3,5,5,5,4,
Milo,Young Adult,Orange and White,Male,5,1,9,5,2,
Atlas,Kitten,Orange and White,Male,7,1,4,8,4,
Dalinar,Young Adult,Lilac,Male,5,1,5,3,4,
Charlie,Kitten,Red Tabby,Male,5,4,6,6,2,
Ivy,Kitten,Dilute Torbie,Female,6,2,5,6,2,
Simba,Senior,Lilac,Male,4,1,5,5,5,
Minerva,Senior,Red,Female,2,1,7,7,5,
Wrex,Young Adult,White,Male,3,4,6,3,1,
Lucky,Young Adult,White,Male,8,4,3,5,5,
Snickers,Kitten,Brown and White Tabby,Female,5,4,7,4,2,
Rick,Mature Adult,Black,Male,1,5,9,6,2,
Dolly,Kitten,Chocolate Tabby,Female,4,2,5,5,2,
Sylvester,Kitten,Black and White,Male,3,3,7,4,5,
Ivy,Mature Adult,Silver Tabby,Female,5,1,7,5,4,
Ziggy,Kitten,Silver Tabby,Male,4,2,3,6,1,
Suki,Young Adult,Gray and White Tabby,Female,2,4,8,3,2,
Hattie,Mature Adult,Fawn,Female,5,4,3,4,2,
Agatha,Young Adult,Fawn,Female,4,4,6,3,2,
Nemo,Senior,Gray and White,Male,1,1,5,2,6,
Linguine,Senior,Gray and White Tabby,Male,3,1,4,2,1,
Nero,Senior,Black and White,Male,6,4,5,1,5,
Sylphrena,Kitten,Fawn,Female,2,1,3,3,1,
Cordelia,Senior,Tortoiseshell,Female,8,2,6,4,4,
Hattie,Kitten,Silver Tabby,Female,4,2,7,3,4,
Furman,Senior,Black,Male,2,4,2,4,3,
Rico,Mature Adult,Brown and White Tabby,Male,6,5,4,6,5,
Zoe,Senior,Gray,Female,4,1,2,3,4,
Vesper,Young Adult,Orange,Male,1,2,5,8,2,
Tiger,Young Adult,Cinnamon,Male,4,1,2,7,6,
Avery,Kitten,Torbie,Female,2,4,3,5,3,
Zoe,Senior,Cream Tabby,Female,1,3,6,7,3,
Norbert,Kitten,Cream Tabby,Male,6,3,5,4,3,
Snickers,Mature Adult,Gray,Female,6,4,3,6,8,
Clawdia,Senior,Silver Tabby,Female,4,3,1,5,9,
Ivy,Kitten,Cream,Female,7,1,5,4,5,
Cooper,Young Adult,Chocolate,Male,4,6,4,5,2,
Nala,Senior,Dilute Calico,Female,5,2,4,8,6,
Oliver,Kitten,Red,Male,4,1,5,4,4,
Acorn,Kitten,Gray and White,Male,3,2,7,5,5,
Izzy,Mature Adult,Chocolate Tabby,Female,6,2,4,6,6,
Penelope,Senior,Gray and White,Female,5,2,7,7,6,
Peanut,Kitten,Orange and White,Female,4,6,5,3,7,
Athena,Young Adult,Black and White,Female,4,5,6,5,4,
Clawde,Senior,Silver Tabby,Male,3,3,1,7,8,
Mika,Senior,Red,Male,4,3,6,4,2,
Daisy,Senior,Orange and White,Female,7,1,5,7,1,
Kona,Young Adult,White,Male,10,1,3,6,1,
Sylphrena,Young Adult,Cinnamon,Female,7,3,4,4,5,
Winter,Senior,Gray and White Tabby,Female,4,1,5,2,1,
Suki,Kitten,Tortoiseshell,Female,4,1,7,7,5,
Avery,Mature Adult,Calico,Female,1,2,5,5,1,
Snickers,Young Adult,Gray and White Tabby,Male,1,6,4,6,6,
Piper,Mature Adult,Red Tabby,Female,1,1,6,5,5,
Peaches,Kitten,Dilute Torbie,Female,3,1,5,5,4,
Julian,Mature Adult,Black,Male,1,3,4,9,1,
Sprinkles,Kitten,Chocolate,Male,6,4,8,5,5,
Lilo,Mature Adult,Gray and White Tabby,Female,1,2,1,8,8,
Neo,Kitten,Black,Male,4,2,6,2,1,
Bilbo,Mature Adult,Fawn,Male,8,4,2,5,1,
Trouble,Senior,Black,Male,3,6,3,7,2,
Buccatini,Young Adult,Gray Tabby,Male,5,4,5,2,4,
Romeo,Senior,Black,Male,5,1,7,5,1,
Mordin,Mature Adult,Brown and White Tabby,Male,8,3,4,2,4,
Jinx,Senior,Red Tabby,Male,4,4,1,6,5,
Kona,Senior,Chocolate and White,Male,5,3,2,6,4,
Darla,Senior,Cream Tabby,Female,2,4,3,7,7,
Liara,Young Adult,Orange and White,Female,5,4,3,5,3,
Liara,Young Adult,Orange and White,Female,1,2,6,9,2,
Noodle,Mature Adult,Gray and White Tabby,Male,7,1,5,5,5,
Nova,Mature Adult,Red Tabby,Female,4,3,2,5,1,
Oliver,Mature Adult,Lilac,Male,3,2,4,9,1,
Callie,Kitten,Calico,Female,1,1,6,10,6,
Sylvanas,Mature Adult,Gray and White Tabby,Female,5,1,4,6,3,
Basil,Mature Adult,Red,Male,3,5,4,2,3,
Alfred,Kitten,Silver Tabby,Male,5,3,2,7,3,
Petunia,Young Adult,Dilute Calico,Female,2,3,5,6,4,
Sammy,Young Adult,Gray,Male,4,2,9,5,4,
Nikki,Kitten,Orange and White,Female,5,3,4,2,4,
Atticus,Kitten,Black and White,Male,5,2,6,6,4,
Darla,Young Adult,Cream,Female,2,4,5,8,3,
Nero,Young Adult,Silver Tabby,Male,5,3,2,6,1,
Sierra,Kitten,Calico,Female,6,6,4,7,3,
Morrigan,Young Adult,Dilute Torbie,Female,3,1,8,6,1,
Julian,Senior,Gray and White Tabby,Male,4,3,3,5,2,
Remi,Mature Adult,Brown and White Tabby,Male,9,3,7,1,4,
Penelope,Mature Adult,Lilac,Female,7,6,1,4,1,
Liara,Kitten,Cream Tabby,Female,4,5,1,10,2,
Clawdia,Mature Adult,Dilute Torbie,Female,6,3,6,7,3,
Navani,Kitten,Gray and White Tabby,Female,1,3,5,9,4,
Orion,Young Adult,Lilac,Male,7,1,6,5,4,
Kaladin,Kitten,Chocolate and White,Male,7,2,7,3,1,
Gizmo,Senior,Chocolate and White,Female,2,2,3,5,3,
Acorn,Mature Adult,Cream Tabby,Male,4,1,8,9,4,
Missy,Young Adult,Chocolate,Female,1,2,2,6,1,
Cricket,Mature Adult,Chocolate and White,Male,8,3,5,6,1,
Parsnip,Young Adult,Fawn,Female,6,2,5,5,3,
Agnes,Kitten,Lilac,Female,10,4,2,7,3,
Kodi,Mature Adult,Cream Tabby,Male,2,1,5,5,3,
Nala,Kitten,Red Tabby,Female,7,5,5,7,1,
Wit,Senior,Gray and White Tabby,Male,7,1,1,7,8,
Pistachio,Young Adult,Tortoiseshell,Female,1,3,4,4,1,
Wanda,Kitten,Cream,Female,6,2,4,5,1,
Poppy,Senior,Orange,Female,5,3,3,4,7,
Patch,Kitten,Fawn,Male,4,1,5,5,4,
Cas,Mature Adult,Cream,Male,5,3,2,9,4,
Missy,Mature Adult,White,Female,6,1,3,4,4,
Aloy,Kitten,Lilac Tortoiseshell,Female,4,1,4,4,5,
Sushi,Kitten,Chocolate and White,Male,7,3,5,6,6,
Loki,Young Adult,Cinnamon,Male,5,2,3,6,2,
Mika,Young Adult,Orange and White,Male,4,5,5,1,6,
Chloe,Mature Adult,Cream Tabby,Female,4,2,3,4,2,
Rogue,Kitten,White,Female,5,3,5,7,3,
Peanut,Senior,Cream Tabby,Male,1,3,5,10,5,
Anna,Mature Adult,Dilute Torbie,Female,3,2,5,9,2,
Pancake,Young Adult,Lilac Tortoiseshell,Female,6,4,2,6,5,
Persephone,Kitten,Dilute Torbie,Female,4,1,4,4,5,
Jinx,Young Adult,Dilute Torbie,Female,1,5,6,7,3,
Remi,Senior,Red,Male,6,2,1,6,5,
Sammy,Young Adult,Cinnamon,Male,3,2,5,4,5,
Eowyn,Mature Adult,White,Female,4,6,3,8,4,
Luna,Young Adult,Gray and White,Female,7,1,5,8,6,
Neil,Kitten,Brown and White Tabby,Male,7,1,5,6,1,
Muffin,Kitten,Chocolate Tabby,Female,5,1,7,4,8,
Buttercup,Kitten,Gray Tabby,Female,9,1,2,6,3,
Trouble,Kitten,Fawn,Male,5,5,4,8,4,
Shadow,Senior,Cream Tabby,Male,7,5,9,8,6,
Callie,Senior,Torbie,Female,6,1,5,3,5,
Mufasa,Mature Adult,Red Tabby,Male,3,6,2,6,4,
Peanut,Kitten,Gray,Female,5,3,3,7,1,
Patch,Senior,Gray Tabby,Male,5,5,6,6,2,
Daisy,Senior,Orange,Female,8,5,4,5,5,
Bella,Young Adult,Calico,Female,4,2,6,6,4,
Jasnah,Senior,Brown and White Tabby,Female,4,3,1,6,2,
Matty,Senior,Fawn,Male,4,1,3,8,4,
Charlie,Senior,Fawn,Male,5,4,8,6,2,
Dorian,Kitten,Black and White,Male,7,5,3,3,7,
Rogue,Young Adult,Cream,Male,2,1,5,4,3,
Buttercup,Mature Adult,Brown and White Tabby,Female,4,1,6,4,4,
Gilly,Young Adult,Black,Female,5,3,8,5,2,
Lucky,Senior,White,Male,6,3,4,6,5,
Noodle,Mature Adult,Chocolate Tabby,Male,2,3,5,6,6,
Duchess,Kitten,Fawn,Female,3,1,6,4,6,
Simba,Young Adult,Orange and White,Male,6,1,5,5,3,
Princess,Kitten,Orange,Female,6,4,5,2,4,
Bast,Kitten,Tortoiseshell,Female,6,3,9,6,7,
Boots,Mature Adult,Black and White,Male,5,3,4,5,2,
Oliver,Kitten,Gray,Male,5,2,6,7,4,
Nacho,Senior,Chocolate and White,Male,4,1,5,7,3,
Luna,Young Adult,Gray,Female,3,1,1,1,2,
Xena,Senior,Gray and White Tabby,Female,4,3,4,5,1,
Stella,Kitten,Red Tabby,Female,1,4,3,5,2,
Pistachio,Kitten,Chocolate Tabby,Female,3,3,3,8,2,
Pancake,Kitten,Lilac,Female,6,1,4,1,3,
Delphi,Mature Adult,Calico,Female,5,1,7,6,6,
Pumpkin,Senior,Tortoiseshell,Female,4,5,4,3,4,
Minerva,Kitten,Lilac Tortoiseshell,Female,4,1,4,4,8,
Nikki,Mature Adult,Dilute Tortoiseshell,Female,6,1,7,4,4,
Anders,Mature Adult,Gray,Male,4,5,7,10,5,
Anna,Mature Adult,Red,Female,6,4,8,8,2,
Wit,Senior,Chocolate,Male,3,4,6,8,1,
Bailey,Senior,Black,Female,8,2,4,8,5,
Copurrnicus,Senior,Red Tabby,Male,5,2,6,5,4,
Arthas,Senior,Gray and White,Male,5,3,2,5,4,
Fritz,Mature Adult,Red,Male,4,3,3,6,1,
Misty,Mature Adult,Black,Female,3,3,6,4,5,
Tater,Mature Adult,Cream,Male,5,3,7,10,4,
Avery,Young Adult,Fawn,Female,4,1,5,6,6,
Sassy,Young Adult,White,Female,6,1,2,9,4,
Austin,Young Adult,Black and White,Male,7,3,4,6,1,
Fergus,Mature Adult,Red,Male,6,3,5,4,4,
Hattie,Kitten,Dilute Calico,Female,5,4,7,5,2,
Stitch,Young Adult,Orange,Male,6,1,4,6,1,
Alistair,Senior,Red Tabby,Male,5,3,5,1,3,
Sushi,Kitten,Cream Tabby,Male,1,4,7,6,4,
Trouble,Young Adult,White,Male,3,2,5,5,1,
Delfina,Young Adult,Gray and White,Female,5,1,2,3,1,
Frodo,Kitten,Chocolate Tabby,Male,4,4,6,6,5,
Vikki,Young Adult,Brown and White Tabby,Female,7,4,1,6,3,
Athena,Kitten,Lilac Tortoiseshell,Female,5,1,5,4,6,
Tasha,Mature Adult,Cream Tabby,Female,1,2,5,7,6,
Kasumi,Senior,Cream Tabby,Female,3,1,5,4,2,
Salem,Young Adult,Cream Tabby,Male,3,1,6,7,4,
Callie,Young Adult,Torbie,Female,4,2,6,3,3,
Mittens,Mature Adult,Red,Male,6,4,6,5,6,
Delfina,Mature Adult,Dilute Tortoiseshell,Female,4,1,6,3,6,
Lilo,Mature Adult,Gray and White Tabby,Female,1,4,3,8,5,
Atticus,Young Adult,Lilac,Male,7,6,6,2,7,
Navani,Mature Adult,Cream,Female,6,1,8,6,1,
Vesper,Young Adult,Gray,Male,6,8,4,8,3,
Trouble,Young Adult,Cream Tabby,Male,2,8,1,3,5,
Nacho,Kitten,Brown and White Tabby,Male,5,1,3,7,6,
Bailey,Senior,Red Tabby,Female,3,1,2,8,4,
Chester,Mature Adult,Fawn,Male,5,4,5,5,4,
Lilith,Kitten,Red,Female,5,4,1,5,5,
Trouble,Senior,Lilac,Male,1,1,5,7,7,
Atlas,Young Adult,Lilac,Male,5,4,6,9,6,
Morty,Mature Adult,Lilac,Male,5,1,6,5,3,
Smudge,Kitten,Chocolate Tabby,Male,8,5,1,6,1,
Dean,Kitten,Lilac,Male,4,2,4,9,7,
Portia,Young Adult,Gray Tabby,Female,5,1,6,3,2,
Noodle,Kitten,Cinnamon,Male,4,4,4,9,2,
Eden,Young Adult,Gray and White,Female,3,1,6,6,8,
Edie,Senior,Lilac Tortoiseshell,Female,4,4,3,5,4,
Agatha,Young Adult,Gray and White,Female,3,6,5,6,4,
Persephone,Mature Adult,Cream Tabby,Female,8,2,5,5,1,
Aurora,Mature Adult,Chocolate and White,Female,5,1,3,7,6,
Missy,Young Adult,Fawn,Female,2,4,2,5,5,
Zoe,Senior,Chocolate and White,Female,4,1,4,5,1,
Nacho,Mature Adult,Gray Tabby,Male,5,2,4,4,5,
Peaches,Young Adult,Cinnamon,Female,10,7,8,2,1,
Fritz,Kitten,Brown and White Tabby,Male,5,1,4,3,2,
Nala,Kitten,Dilute Tortoiseshell,Female,3,5,4,5,4,
Katrina,Young Adult,Orange,Female,4,7,7,6,6,
Kasumi,Senior,Gray and White Tabby,Female,7,5,5,4,3,
Murphy,Kitten,Black,Female,4,4,5,5,2,
Sasha,Mature Adult,Orange and White,Female,4,1,5,5,5,
Clawdia,Mature Adult,Fawn,Female,7,1,4,8,5,
Dalinar,Mature Adult,Gray and White,Male,3,1,7,6,7,
Loki,Mature Adult,Red Tabby,Male,3,5,5,4,4,
Muffin,Senior,Gray,Female,1,4,5,5,2,
Rocky,Senior,Silver Tabby,Male,4,4,5,6,3,
Catsanova,Mature Adult,Red Tabby,Male,2,4,3,6,3,
Nila,Senior,White,Female,3,1,4,2,3,
Austin,Kitten,Cream Tabby,Male,1,3,1,7,5,
Nola,Young Adult,Chocolate,Female,8,4,4,4,5,
George,Senior,Lilac,Male,2,2,3,5,5,
Aloy,Senior,Silver Tabby,Female,6,6,8,9,1,
Cielo,Senior,Orange and White,Male,8,4,3,7,4,
Morty,Young Adult,Black and White,Male,4,1,1,6,3,
Adolin,Mature Adult,Gray,Male,3,4,3,5,2,
Dolly,Senior,Orange and White,Female,3,5,6,4,4,
Gypsy,Mature Adult,Dilute Calico,Female,5,5,6,6,5,
Neil,Mature Adult,Gray and White Tabby,Male,6,1,2,4,5,
Eowyn,Senior,Torbie,Female,7,1,6,7,4,
Scout,Young Adult,Cream,Male,6,4,1,4,5,
Enzo,Kitten,Orange and White,Male,6,5,3,6,1,
Kitty,Senior,Cream Tabby,Female,5,2,5,5,6,
Cash,Young Adult,Black,Male,3,5,8,5,6,
Neil,Young Adult,Orange and White,Male,5,4,2,6,2,
Ivy,Kitten,Gray Tabby,Female,5,3,5,3,2,
Linguine,Kitten,Gray and White,Male,4,3,6,7,3,
Persephone,Young Adult,Gray and White,Female,2,1,7,5,4,
Nila,Mature Adult,Brown and White Tabby,Female,4,4,6,7,3,
Gilly,Senior,Chocolate,Female,4,1,5,5,2,
Boots,Mature Adult,Cream,Male,5,5,3,1,4,
Cielo,Kitten,Silver Tabby,Male,2,3,5,4,4,
Pancake,Mature Adult,Red,Female,5,2,3,6,4,
Reptar,Young Adult,Black and White,Male,4,5,6,6,4,
Starlight,Senior,Lilac,Female,3,1,5,8,3,
Marshmallow,Kitten,Lilac Tortoiseshell,Female,5,1,3,8,2,
Stitch,Kitten,Red,Male,3,4,8,3,5,
Ruby,Senior,Red Tabby,Female,3,1,3,8,4,
Nico,Mature Adult,Brown and White Tabby,Male,7,1,3,5,5,
Gilly,Young Adult,Orange and White,Female,5,1,5,3,6,
Rosie,Kitten,Gray and White Tabby,Female,3,3,9,4,1,
Kodi,Kitten,Chocolate Tabby,Male,5,1,1,7,4,
Adolin,Senior,Orange and White,Male,7,1,4,2,5,
Noodle,Mature Adult,Red Tabby,Male,5,5,3,7,2,
Dora,Mature Adult,Chocolate Tabby,Female,5,1,5,6,3,
Jinx,Mature Adult,Red Tabby,Female,8,1,5,8,5,
Peanut,Mature Adult,Brown and White Tabby,Male,7,4,7,3,3,
Mordin,Mature Adult,Orange,Male,5,2,8,7,4,
Celeste,Young Adult,Chocolate,Female,6,1,4,6,4,
Merlin,Kitten,Cream,Male,3,2,5,3,6,
Nova,Kitten,Red,Female,1,1,6,8,5,
Nala,Kitten,White,Female,2,1,1,5,1,
Bailey,Mature Adult,Fawn,Female,5,5,4,5,1,
Nikki,Young Adult,Black,Female,7,1,1,5,2,
Dean,Kitten,Cinnamon,Male,6,1,4,7,4,
Dante,Young Adult,Cream Tabby,Male,5,3,3,6,2,
Morrigan,Kitten,Dilute Calico,Female,6,1,5,4,5,
Mufasa,Senior,Lilac,Male,1,1,6,6,3,
Clyde,Young Adult,Fawn,Male,2,3,4,7,2,
Aurora,Young Adult,Cinnamon,Female,4,1,1,6,6,
Reptar,Kitten,Cream,Male,3,4,6,8,3,
Ivy,Mature Adult,Lilac,Female,6,1,6,8,4,
Charlie,Mature Adult,Chocolate Tabby,Male,5,7,3,3,3,
Nemo,Senior,Gray and White,Male,8,6,2,6,3,
Felicity,Mature Adult,Brown and White Tabby,Female,6,4,3,8,1,
Figaro,Kitten,Gray,Male,8,1,2,7,3,
Sammy,Senior,Brown and White Tabby,Male,8,1,4,6,3,
Gypsy,Young Adult,Silver Tabby,Female,5,1,6,3,6,
Oreo,Senior,Chocolate and White,Male,3,2,6,6,2,
Tilly,Senior,Lilac,Female,5,2,7,5,1,
Nibbler,Senior,Fawn,Male,1,4,2,2,3,
Waffles,Mature Adult,White,Male,4,1,5,7,2,
Kona,Kitten,Chocolate and White,Male,1,1,8,5,6,
Sassy,Senior,Dilute Torbie,Female,8,2,5,5,3,
Milo,Kitten,Chocolate,Male,2,3,7,6,4,
Muffin,Young Adult,Tortoiseshell,Female,4,6,1,3,1,
Daisy,Kitten,Chocolate,Female,3,3,8,6,5,
Julian,Senior,Gray,Male,3,4,3,3,6,
Dalinar,Senior,Cream Tabby,Male,4,1,4,2,3,
Maisy,Kitten,Cream Tabby,Female,9,8,3,3,4,
Anders,Young Adult,Red Tabby,Male,3,2,5,3,4,
Petunia,Young Adult,Dilute Torbie,Female,3,1,4,2,4,
Ziggy,Kitten,Gray and White Tabby,Male,6,3,4,4,4,
Sushi,Mature Adult,Cream Tabby,Male,5,5,4,6,2,
Sassy,Senior,Lilac,Female,3,6,4,6,5,
Persephone,Kitten,Orange,Female,4,2,2,8,6,
Patch,Kitten,Gray and White Tabby,Male,3,4,4,5,4,
Anna,Young Adult,Lilac Tortoiseshell,Female,9,3,5,7,6,
Cordelia,Mature Adult,Cream Tabby,Female,5,3,5,6,1,
Bitsy,Young Adult,Chocolate and White,Female,3,2,6,2,3,
Murphy,Mature Adult,Calico,Female,2,4,5,6,2,
Maximus,Senior,Brown and White Tabby,Male,2,1,6,4,3,
Meg,Senior,Red Tabby,Female,5,4,6,6,2,
Natasha,Kitten,Chocolate,Female,3,5,3,8,7,
Jasmine,Mature Adult,Fawn,Female,6,3,5,3,4,
Austin,Kitten,Orange and White,Male,4,2,2,6,1,
Gimli,Senior,Red,Male,5,3,4,6,4,
Clawde,Senior,Silver Tabby,Male,3,1,2,3,5,
Salem,Senior,Chocolate,Male,3,4,1,9,3,
Kiwi,Kitten,Red,Female,1,1,5,8,4,
Basil,Senior,Chocolate and White,Male,1,1,3,6,2,
Apollo,Senior,Gray and White Tabby,Male,7,1,6,3,6,
Rosie,Kitten,Cream Tabby,Female,7,1,6,4,4,
Bagel,Senior,Orange and White,Male,6,2,4,5,4,
Clawdia,Senior,Lilac Tortoiseshell,Female,6,1,3,2,6,
Kona,Kitten,Gray and White,Male,5,1,6,7,5,
Cullen,Mature Adult,Cream Tabby,Male,4,3,6,6,7,
Bailey,Young Adult,Black,Female,7,2,7,8,3,
Matcha,Kitten,White,Female,2,2,7,4,2,
Winter,Kitten,Gray and White Tabby,Male,6,1,5,5,1,
Sylvester,Kitten,Gray Tabby,Male,5,4,5,6,1,
Hunter,Young Adult,Silver Tabby,Male,2,1,5,4,2,
George,Mature Adult,Silver Tabby,Male,3,2,6,6,6,
Rick,Mature Adult,Black,Male,5,2,3,3,2,
Boots,Kitten,Red Tabby,Female,7,1,3,8,5,
Rick,Kitten,Gray and White Tabby,Male,7,5,6,8,1,
Boots,Senior,Dilute Tortoiseshell,Female,4,2,4,5,6,
Garrus,Senior,Red Tabby,Male,2,3,5,6,8,
Winter,Young Adult,Cream,Male,2,5,6,7,1,
Felicity,Senior,Chocolate,Female,1,1,5,7,5,
Bitsy,Kitten,Lilac Tortoiseshell,Female,3,3,5,4,5,
Cosmo,Kitten,Red Tabby,Male,6,2,2,3,2,
Dante,Kitten,Black and White,Male,3,3,5,7,5,
Jinx,Mature Adult,Silver Tabby,Male,4,2,6,5,3,
Chai,Senior,White,Female,5,3,5,5,4,
Alistair,Young Adult,Cream Tabby,Male,4,3,5,8,6,
Lucy,Kitten,Chocolate,Female,2,5,6,4,4,
Latte,Kitten,Gray Tabby,Male,1,4,3,4,4,
Tilly,Senior,Gray and White Tabby,Female,5,5,6,5,6,
Reptar,Young Adult,Brown and White Tabby,Male,5,4,2,7,3,
Zevran,Senior,Orange and White,Male,4,1,3,6,5,
Scout,Senior,Fawn,Male,6,2,5,5,7,
Nero,Kitten,Red Tabby,Male,8,1,8,7,3,
Julian,Senior,White,Male,6,3,6,4,1,
Cielo,Mature Adult,Orange,Male,7,1,6,6,6,
Alfred,Kitten,Red Tabby,Male,5,2,7,5,3,
Flemeth,Young Adult,Dilute Torbie,Female,5,1,6,4,1,
Sprinkles,Senior,Gray Tabby,Male,6,2,3,6,6,
Reptar,Young Adult,Cream,Male,3,5,6,5,5,
Bailey,Young Adult,Chocolate Tabby,Female,3,1,5,3,1,
Sushi,Young Adult,Brown and White Tabby,Male,5,1,5,7,6,
Rogue,Kitten,Lilac,Male,5,2,2,8,6,
Persephone,Mature Adult,Red,Female,4,2,1,2,1,
Wilson,Mature Adult,Gray and White,Male,2,5,6,5,2,
Beau,Mature Adult,Gray and White,Male,5,1,6,5,2,
Jasper,Kitten,Silver Tabby,Male,3,6,4,7,3,
Neil,Senior,White,Male,7,2,5,5,1,
Cosmo,Mature Adult,Fawn,Male,1,5,5,3,7,
Patch,Senior,White,Male,2,3,3,5,5,
Tater,Senior,Chocolate,Male,4,1,4,7,3,
Buccatini,Mature Adult,Gray and White Tabby,Male,7,2,4,5,3,
Copurrnicus,Kitten,Red,Male,9,1,5,6,3,
Rasha,Kitten,Orange and White,Female,6,2,6,4,5,
Nemo,Young Adult,Chocolate Tabby,Male,6,2,3,3,2,
Clawdia,Mature Adult,Lilac,Female,3,4,4,7,8,
Maisy,Mature Adult,Black,Female,5,4,2,7,6,
Rico,Kitten,Brown and White Tabby,Male,5,4,4,3,2,
Tulip,Senior,Cinnamon,Female,2,2,5,7,5,
Sheba,Mature Adult,Cinnamon,Female,8,1,7,7,4,
Kaladin,Mature Adult,Lilac,Male,7,3,1,5,4,
Tater,Mature Adult,Chocolate,Male,3,1,5,6,3,
Spike,Senior,Red,Male,7,1,3,7,9,
Reptar,Mature Adult,Brown and White Tabby,Male,5,1,4,3,1,
Nibbler,Mature Adult,Lilac,Male,3,1,3,3,5,
Buttercup,Senior,Black,Female,5,1,3,3,3,
Shallan,Kitten,Cinnamon,Female,7,1,3,8,3,
Jasper,Young Adult,Cream,Male,5,2,5,2,3,
Rasha,Senior,Orange and White,Female,6,5,4,4,5,
Dean,Mature Adult,Red Tabby,Male,4,1,5,6,1,
Callie,Kitten,Orange and White,Female,4,1,4,6,5,
Gabe,Kitten,Chocolate,Male,8,2,3,3,2,
Orion,Kitten,Lilac,Male,5,4,6,7,4,
Katrina,Kitten,Orange,Female,5,7,5,8,2,
Mufasa,Senior,Fawn,Male,4,6,7,5,1,
Sushi,Senior,Black,Male,4,1,1,5,3,
Hendrix,Kitten,Red Tabby,Male,5,7,2,4,4,
Cas,Kitten,Fawn,Male,4,5,3,3,2,
Wit,Mature Adult,Red,Male,4,1,6,9,1,
Olive,Kitten,Orange,Female,6,3,5,5,3,
Pistachio,Young Adult,Silver Tabby,Female,4,1,3,7,1,
Navani,Kitten,White,Female,3,4,7,4,6,
Nero,Senior,Cream,Male,4,5,3,8,1,
Aurora,Young Adult,Black and White,Female,7,1,4,5,6,
Maximus,Senior,Gray and White Tabby,Male,4,4,6,5,5,
Alistair,Young Adult,Chocolate and White,Male,3,3,5,7,4,
Coffee,Mature Adult,Gray and White,Female,2,1,4,5,5,
Sassy,Kitten,Orange and White,Female,6,1,6,6,4,
Pistachio,Kitten,Chocolate Tabby,Female,3,4,5,7,2,
Lexi,Kitten,Cream Tabby,Female,2,2,6,6,2,
Peanut,Kitten,Black,Female,1,1,3,7,6,
Kaladin,Mature Adult,White,Male,3,1,5,4,5,
Lily,Kitten,Cinnamon,Female,7,4,8,6,5,
Bast,Senior,Gray Tabby,Female,4,1,5,4,1,
Murphy,Young Adult,Red Tabby,Female,6,5,3,5,4,
Sprinkles,Senior,Gray and White,Male,5,3,7,3,7,
Rogue,Kitten,Fawn,Female,5,2,3,1,1,
Piper,Young Adult,Gray Tabby,Female,4,1,2,5,3,
Izzy,Senior,Gray and White Tabby,Female,3,1,8,7,3,
Suki,Kitten,Red Tabby,Female,2,1,4,7,4,
Norbert,Senior,Cream Tabby,Male,7,1,4,8,4,
Lucifer,Kitten,Orange and White,Male,3,2,3,6,1,
